id,??,??,??,??,??,??,??,WI,NTL_mean,road,dem
BD201800000537,0,0,0.14577,0,98.36485,0,1.48788,2.586206897,0.450651438,23.25,7.495238095
BD201800000538,4.74733,0,0,5.0204,68.6096,0,21.62118,2.206896552,0.312534773,12.43,33.66904762
BD201800000539,5.29661,0.02436,0,0,80.81897,0,13.85857,2.827586207,0.348343821,23.18,18.71904762
BD201800000540,0,0,0,0,99.78431,0,0.2142,1.6,0.390554487,14.82,5.410430839
BD201800000541,0,0,0.17601,0,60.5594,0,2.8929,1.533333333,0.544383608,14.41,4.3125
BD201800000542,7.77473,0,0.10448,5.29705,30.15446,0,56.66776,1.24137931,0.261084541,0,13.97266515
BD201800000543,0,0.45667,0,0,99.4233,0,0.11854,2.266666667,0.530416044,6.74,4.716666667
BD201800000544,3.15089,0,0,0,86.8865,0,9.96112,1.321428571,0.359793536,19.97,11.18809524
BD201800000545,5.98707,0,0,0,79.96691,0,14.04452,1.310344828,0.298299766,14.94,7.113378685
BD201800000546,2.30724,0,0.13382,0,86.96185,0,10.59563,3.482758621,0.396319261,10.63,6.213151927
BD201800000547,5.79498,0,0.20896,1.18849,45.24774,0,47.55836,2.035714286,0.301381245,7.47,43.14512472
BD201800000548,4.13313,0.19215,0,0,90.24656,0,5.42668,1.933333333,0.379592091,6.63,4.842592593
BD201800000549,0,0.07153,0.59103,0,97.97927,0,1.35668,2.633333333,0.622819155,19.47,22.04285714
BD201800000550,0,0,0.14103,0,93.94911,0,0.14306,2.379310345,0.830329203,0,6.788095238
BD201800000551,0,0,0,0,80.48412,0,0.35018,1.133333333,0.612359256,5,5.496598639
BD201800000552,17.42891,0,0,0.15042,71.7043,0,10.71487,1.466666667,0.390239639,0.21,15.81
BD201800000553,0,1.19596,0.37141,0,65.95835,0,0,1.6,0.938308221,1.78,25.50952381
BD201800000554,5.22696,0.12143,0.98364,0,86.35273,0,7.31374,2.966666667,0.460501104,9.13,9.684807256
BD201800000555,0,0.42745,0,0,99.57105,0,0,2.413793103,0.559357638,16.75,5.019047619
BD201800000556,0.09178,0,0.02591,0,98.90769,0,0.97312,1.862068966,0.467823336,12.49,5.20952381
BD201800000557,0,0,0,0,99.9985,0,0,1.964285714,0.51819189,9.92,18.9047619
BD201800000558,0,0,0,0,99.9985,0,0,3.285714286,0.787908412,8.35,7.173809524
BD201800000559,0,0,0,0,99.9985,0,0,2.533333333,0.531870432,10.65,76.38571429
BD201800000560,0,0,0,0,99.9985,0,0,2.333333333,0.757875386,0,97.47619048
BD201800000561,0,0.57155,0,0,99.42695,0,0,2.2,0.513324064,18.09,30.38333333
BD201800000562,0,0,0,0,98.97906,0,1.01944,1.866666667,0.464632691,23.73,27.88359788
BD201800000563,0,0.45799,6.15715,0,93.38337,0,0,1.551724138,0.728065168,2.32,33.375
BD201800000564,0,0,0,0,99.29101,0,0.7075,2.4,0.590521522,19.19,#N/A
BD201800000565,7.32765,0,0,0,76.03274,0,16.63811,2.310344828,0.37604716,0,36.40425532
BD201800000566,2.53518,0,0.20896,0,82.28908,0,14.96528,1.833333333,0.477964587,2.02,48.12619048
BD201800000567,0,0,0,0,99.85585,0,0.14266,3,0.577484391,10.34,8.052380952
BD201800000568,0,0.03653,0,0,99.96199,0,0,1.966666667,0.813891542,18.84,6.306122449
BD201800000569,0,0,0,0,99.9985,0,0,2.366666667,0.447538564,13.23,13.34013605
BD201800000570,0,0,0,0,97.90663,0,2.0919,2.033333333,0.44958826,1.92,8.484756098
BD201800000571,0,0,0,0,99.9985,0,0,2.4,0.409632542,17.9,15.11298077
BD201800000572,0,4.36071,0,0,95.63779,0,0,2.6,1.518964842,33.04,#N/A
BD201800000573,0,0,0,0,99.45518,0,0.54332,2.733333333,0.541952516,6.58,82.59893048
BD201800000574,0,0.22697,0,0,99.09351,0,0.67802, ,0.633705044,4.77,8.142857143
BD201800000575,0,0.14266,0,0,98.71342,0,1.14242,2.733333333,0.661507409,11.14,149.369863
BD201800000576,0,0,0,0,95.63499,0,0.35872,2.379310345,0.496447946,0,2.257425743
BD201800000577,0,0,0,0,98.96602,0,1.03248,2.633333333,0.480290322,12.53,35.29285714
BD201800000578,0,0,0.28049,0,99.192,0,0.52599,2.666666667,0.462678083,0,18.37380952
BD201800000579,0,0,0,0,99.45639,0,0.54212,2.4,0.474841461,0,27.83900227
BD201800000580,0,0,0.12214,0,99.87636,0,0,2.533333333,0.427096823,0,0.347619048
BD201800000581,0,1.38117,0,0,98.61733,0,0,2.333333333,0.810603445,1.73,21.37142857
BD201800000582,0,0.65815,0,0,99.34035,0,0,1.166666667,0.524123939,18.94,333.702381
BD201800000583,0,17.37889,0,0,82.18581,0,0.43378,3.925925926,1.797808609,29.14,56.54545455
BD201800000584,0,16.64288,0,0,82.92182,0,0.43378,4.259259259,0.755934151,31.15,5.169047619
BD201800000585,0,1.99593,0,0,97.88116,0,0.12143,2.965517241,1.015798976,15.07,1.654761905
BD201800000586,0.45921,1.96351,0,0,93.16291,0,4.41287,1.966666667,1.135268934,10.67,19.25238095
BD201800000587,0,0.87327,0,0,98.91655,0,0.20868,3.433333333,0.828554995,5.22,24.09297052
BD201800000588,0.45794,0.47037,0,0,92.42885,0,6.2408,1,0.586703127,17.65,19.825
BD201800000589,1.93141,0,0,0,84.92497,0,4.44888,2.703703704,0.655203631,1.61,15.7547619
BD201800000590,0.73724,0.77002,0,0,95.06554,0,3.42569,1.137931034,0.484390661,11.77,2
BD201800000591,8.93943,0.07154,0.20896,1.3998,72.37261,0,17.00617,1.033333333,0.339255704,5.11,7.040816327
BD201800000592,4.35286,0,0.46395,0,91.50445,0,3.67723,2.1,0.720550486,12.77,66.14925373
BD201800000593,0,1.19596,0.37141,0,83.16426,0,0,1.2,0.986489778,2.26,47.46428571
BD201800000594,0,0.28073,0,0,99.58427,0,0.1335,1.866666667,0.605227358,14.95,6.875283447
BD201800000595,0,6.09335,0,0,93.90515,0,0,2.482758621,2.14497125,12.23,8.485
BD201800000596,0,6.10369,0,0,93.89481,0,0,2.6,1.856624076,12.25,9.158730159
BD201800000597,0,2.8219,3.93146,0,93.24514,0,0,1.206896552,1.132176739,6.39,60.74
BD201800000598,11.03691,1.90827,0,0.15042,81.16234,0,5.74056,2.1,0.665729984,18.57,28.36281179
BD201800000599,0,13.57563,0.17602,0,85.9169,0,0.32996,2.642857143,2.465155137,41.95,91.97505669
BD201800000600,0,13.18418,0.17602,0,86.30835,0,0.32996,3.533333333,0.889912941,42.42,77.36666667
BD201800000601,0,12.78226,0.07265,0,87.07226,0,0.07135,3.357142857,1.283322493,48.07,6.375
BD201800000602,0,0.2452,0,0,96.83223,0,2.92107,4.137931034,0.555280758,12.97,23.56190476
BD201800000603,0,0.30048,0,0,99.69802,0,0,3.166666667,0.600228007,11.39,15.57857143
BD201800000604,0,0.61778,0,0,98.78469,0,0.59603,2.620689655,0.686905085,12.36,12.74761905
BD201800000605,0.15896,0,0,0,92.06354,0,7.776,2.851851852,0.28590096,6.04,96.73770492
BD201800000606,0,0,0,0,99.9985,0,0,3.966666667,0.790644603,9.71,53.9922179
BD201800000607,0,0.13498,4.31198,0,95.41053,0,0.14103,2.793103448,0.388401409,14.53,7.108843537
BD201800000608,0,0,0,0,99.29333,0,0.70518,1.103448276,0.247134597,0,23.78708134
BD201800000609,0,0,10.12211,0,33.08,0,0,2.517241379,0.93182891,0,2.598639456
BD201800000610,0,0,1.62175,0,98.37676,0,0,2.9,0.549630666,5.81,6.161904762
BD201800000611,0,1.32065,0,0,98.67785,0,0,2.896551724,0.91080978,23.9,11.12
BD201800000612,0,0.00164,0,0,91.78295,0,8.21391,2.310344828,0.39092138,15.95,6.4
BD201800000613,0,0.05061,0.29406,0,99.65383,0,0,3.066666667,0.815334581,10.08,28.67894737
BD201800000614,0,0,0.10934,0,96.99539,0,0,2.8,1.15687822,6.24,14.6122449
BD201800000615,0,0,4.44507,0,95.55344,0,0,2.678571429,0.483383969,0,23.32199546
BD201800000616,0,0,0.81552,0,94.28912,1.64475,3.24911,2.066666667,0.263544231,0,4.102040816
BD201800000617,0,0,40.64986,0,48.79022,0,0,1.448275862,0.424925046,0,114.4238095
BD201800000618,0,0,16.89002,0,47.76413,0,0,1.666666667,0.558329331,1.33,8.680272109
BD201800000619,0,0.07154,2.08562,0,97.79504,0,0.04631,2.931034483,0.588377424,20.54,68.49659864
BD201800000620,0,0,13.3224,0,86.67612,0,0,3.862068966,0.540371972,22.01,4.56
BD201800000621,0,0,52.51395,0,46.09267,0,0,2.233333333,0.474027409,0.17,49.2452381
BD201800000622,0,1.09989,9.7602,0,88.76113,0,0.37729,3.9,0.838773973,17.01,32.53846154
BD201800000623,0,1.18832,4.99828,0,93.81191,0,0,4.862068966,0.943025981,13.86,15.83571429
BD201800000624,0,0,8.53545,0,91.46306,0,0,3.137931034,0.564203458,6.36,15.19047619
BD201800000625,0,0,24.10453,0,55.09272,0,20.80127,3.777777778,0.40325469,0,32.24603175
BD201800000626,0,0.00775,11.57655,0,84.40908,0,0,3.266666667,0.527351718,0,83.58641975
BD201800000627,0.14308,0,0,0,97.40842,0.24205,2.20496,1.433333333,0.249317228,0,7.921428571
BD201800000628,0.26257,0.78091,7.46419,0,89.78379,0.16179,1.54525,2.533333333,0.649485193,0,11.93095238
BD201800000629,0,0,0.30759,0,99.69091,0,0,3.172413793,0.359799586,1.06,13.4775
BD201800000630,0,0,0.33154,0,98.84147,0,0.8255,3.066666667,0.300370832,10.75,7.791411043
BD201800000631,0,0,0,0,96.39045,0,3.60806,2.366666667,0.264178902,0,5.05
BD201800000632,0,0,0,0,97.24197,0,2.75655,2.357142857,0.289230932,20.31,64.05454545
BD201800000633,0.28073,0,0,0,96.82081,0,2.89698,1.344827586,0.375858379,0,18.04047619
BD201800000634,0,0,0,0,79.30101,0,0,2.933333333,0.616923814,0,4.798053528
BD201800000635,0,0,0.14308,0,94.63615,1.64475,3.57453,3.1,0.351543918,0,13.96666667
BD201800000636,0.60948,0,0.50092,0,85.73847,0,13.14965,1.206896552,0.237994056,2.11,-0.092970522
BD201800000637,0.14103,0,0.07154,0,97.28079,0,2.50514, ,0.298554546,1.1,6.84
BD201800000638,0.36422,0.20633,0,0,96.03755,0,3.15025, ,0.522497426,2.75,13.14666667
BD201800000639,1.72948,0,5.61642,0,32.72013,0,19.92619,1.9,0.317173377,0,326.1702638
BD201800000640,0.24752,0,1.13869,0,98.6123,0,0,3.620689655,0.532201504,0,283.9653846
BD201800000641,0,0,1.32191,0,95.94549,0,2.73114,4.137931034,0.425893674,10.57,18.6031746
BD201800000642,0,0,4.08369,0,94.47579,0,1.43903,4.166666667,0.409807249,0,4.333333333
BD201800000643,0.14103,0,0.48503,0,99.37245,0,0,3.724137931,0.503723796,6.86,4.736842105
BD201800000644,0.66991,0,0.13555,0,97.54817,0,1.64489,3.724137931,0.492764669,7.46,8.641723356
BD201800000645,0,0.13201,0.82921,0,99.03727,0,0,4.448275862,0.997145293,4.06,22.72142857
BD201800000646,1.77909,0.21257,0.24519,0,95.74375,0,2.0179,4.4,2.144512428,15.88,8.278571429
BD201800000647,0.26929,0,2.72589,0,94.81241,0,2.19093,4.413793103,0.44532744,0,88.97959184
BD201800000648,0,0,2.62131,0,75.20938,0,0,2.933333333,0.325841398,0,-9.99
BD201800000649,0.72523,0,1.0456,0,96.69032,1.39923,0.13811,3.033333333,0.36295293,0,21.1814059
BD201800000650,0.59507,0,2.65683,0,95.76666,0,0.97994,2.966666667,0.298136306,0,12.04535147
BD201800000651,0.44959,0,1.4295,0,96.6118,0.16179,1.34581,3.517241379,0.363429974,0,25.78947368
BD201800000652,0.38397,4.04646,2.4653,0,92.06274,0,1.04004,3.827586207,1.376573719,11.55,5.785714286
BD201800000653,0,0,2.30654,0,88.19737,0,2.12868,3.517241379,0.570283301,9.29,72.08095238
BD201800000654,0,1.24423,0.24205,0,97.48601,0,1.0262,1.6,0.491131729,14.72,5.085714286
BD201800000655,0,0.14103,0,0,99.85747,0,0,3.413793103,0.958021786,14.29,5.717557252
BD201800000656,0,0,0.05013,0,99.94837,0,0,2.321428571,0.484355917,5.52,33.99285714
BD201800000657,0,0,11.19041,0,88.8081,0,0,1.933333333,0.51414795,11.63,5.942446043
BD201800000658,0,1.18832,6.77194,0,92.03824,0,0,2.666666667,0.936131273,14.41,6.186666667
BD201800000659,0,1.60198,19.37792,0,74.4732,0,4.54542,4.206896552,0.89729808,10.68,17.11564626
BD201800000660,0.00217,0,2.42434,0,96.7461,0,0.82588,1.233333333,0.273580461,19.36,49.57380952
BD201800000661,0,0.14266,2.67317,0,97.18268,0,0,2.333333333,0.492142132,4.8,117.3095238
BD201800000662,0,0.63783,0.35269,0,91.61114,0,7.39684,3.586206897,0.634841277,16.83,60.40236686
BD201800000663,0,0,2.21056,0,97.09113,0,0.69683,3,0.396795476,0,90.28205128
BD201800000664,0.62688,0,3.99074,0,89.04185,0,6.33904,3.766666667,0.683980283,0,7.364285714
BD201800000665,0,0,0.65935,0,98.36186,0,0.9773,2.366666667,0.33636054,0,9.950617284
BD201800000666,0.14308,0,1.54578,0,94.77779,0,1.29255,1.689655172,0.544343993,0,11.92142857
BD201800000667,0,18.34684,14.19282,0,66.8649,0,0.59395,3.066666667,3.027289145,29.94,4.081081081
BD201800000668,0,17.58086,18.54516,0,63.35013,0,0.52241,3.071428571,3.299130183,24.73,12.43809524
BD201800000669,0,18.2953,10.65115,0,70.4581,0,0.59395,3.333333333,3.144803161,27.06,11.98809524
BD201800000670,0,13.34534,6.76942,0,78.82871,0,1.05504,4.566666667,2.437545811,25.69,18.85714286
BD201800000671,0,18.17083,3.65007,0,77.55342,0,0.62422,4.466666667,3.486933951,28.49,49.29133858
BD201800000672,0,18.17083,13.37876,0,67.92654,0,0.52241,3.166666667,3.613826011,27.57,16.92517007
BD201800000673,0,17.07869,9.74037,0,72.96959,0,0.2099,3.566666667,3.297022782,29.81,6.139705882
BD201800000674,0,17.0769,7.30919,0,75.40282,0,0.20961,3.32,3.382084636,30.19,64.34920635
BD201800000675,0.23897,17.31749,0.91331,0,80.8637,0,0.66507,3.966666667,2.788602952,28.66,5.915254237
